"Geschäftsnummer","Bewilligungsdatum","Endverbraucherland","AG (GKV)","MTCR (GKV)","NSGI (GKV)","NSGII (GKV)","WA (GKV)","ML (GKV)","Anhang 5.1","Anhang 5.2","Anhang 5.3","ChKV","Wert"
14535,08/14/2013,"Brasilien","2B352b",,,,,,,,,,150722
14536,08/14/2013,"China","2B350d5",,,,,,,,,,163000
14536,08/14/2013,"China","2B350g4",,,,,,,,,,76054
14537,08/14/2013,"Israel",,,,,,"3a",,,,,152000
14539,08/14/2013,"China","2B350d5",,,,,,,,,,4712
14539,08/14/2013,"China","2B350g4",,,,,,,,,,42026
14540,08/15/2013,"Indien",,,,,,,5.1,,,,7325
14542,08/15/2013,"China",,,,"2B201a","2B001b",,,,,,1064760
14543,08/15/2013,"Marokko",,,,,,,,5.2,,,307000
14471,08/19/2013,"Brasilien",,,"0B001b14",,,,,,,,805000
14472,08/19/2013,"Vereinigte Staaten",,,"0B001b14",,,,,,,,955
14544,08/19/2013,"Großbritannien (Vereinigtes Königreich)",,,"0B001b14",,,,,,,,11000
14545,08/19/2013,"Kanada",,,,,,"1a",,,,,18265
14546,08/19/2013,"Indien","2B352b",,,,,,,,,,2448000
14547,08/19/2013,"China","2B352b",,,,,,,,,,710000
14548,08/19/2013,"Nigeria",,,,,"9A012a2",,,,,,35000
14549,08/20/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,150
14550,08/20/2013,"Thailand",,,,,,,5.1,,,,5330
14551,08/20/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,50
14552,08/21/2013,"Taiwan, Provinz von China",,,,,,,5.1,,,,3000
14552,08/21/2013,"Taiwan, Provinz von China",,,,,,,5.1,,,,2250
14552,08/21/2013,"Taiwan, Provinz von China",,,,,,,5.1,,,,1015
14553,08/21/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,123373
14554,08/21/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,127113
14555,08/21/2013,"China",,,,"2B201b1","2B001c",,,,,,432000
14556,08/21/2013,"China",,,,"3A228c",,,,,,,1436400
14557,08/21/2013,"Israel",,,,,"2B001a",,,,,,682400
14558,08/21/2013,"Indien","2B350g3",,,,,,,,,,6380
14558,08/21/2013,"Indien","2B350d3",,,,,,,,,,2000
14541,08/22/2013,"Indien",,,,,"5A002a1a",,,,,,5000
14559,08/22/2013,"Vietnam","2B350a,b,d,g3",,,,,,,,,,56450
14560,08/22/2013,"China",,"7A103a",,,,,,,,,164488
14561,08/22/2013,"Vereinigte Arabische Emirate",,,,,,,5.1,,,,11515
14562,08/22/2013,"China",,,,"2B201b2","2B001c2",,,,,,2574000
14563,08/22/2013,"Belarus",,"7A103a",,,,,,,,,106382
14564,08/22/2013,"Israel",,,,,,16,,,,,7350
14502,08/23/2013,"Island",,,,,,,,5.2,,,1032
14565,08/23/2013,"Indien",,,,"2B201a","2B001b",,,,,,570000
14566,08/23/2013,"Pakistan",,,,,"6A002c1",,,,,,10735
14567,08/23/2013,"China",,,,"2B201b1","2B001c1",,,,,,415000
14568,08/23/2013,"China",,,,"2B201b1",,,,,,,280000
14569,08/23/2013,"Indien",,,,,"2B001.a",,,,,,87000
14570,08/26/2013,"Singapur",,,,"1C231",,,,,,,2500
14571,08/26/2013,"Singapur",,,,"1C231",,,,,,,4200
14572,08/26/2013,"Slowenien",,"1B117",,,,,,,,,8816039
14573,08/26/2013,"Niederlande",,,"0B001b14",,,,,,,,14000
14574,08/26/2013,"Südafrika",,"7A103a",,,,,,,,,160000
14575,08/26/2013,"China",,,,"2B201b","2B001c",,,,,,790370
14576,08/26/2013,"Pakistan","2B350g2",,,,,,,,,,15419
14578,08/27/2013,"Belarus",,,,"2B201a1",,,,,,,172785
14579,08/27/2013,"China",,,,,,,5.1,,,,4044
14580,08/27/2013,"Russische Föderation",,,,"2B201a","2B001b",,,,,,2279430
14581,08/27/2013,"Brasilien",,,,,90,,,,,,1
14582,08/27/2013,"Brasilien","2B352b",,,,,,,,,,152496
14583,08/27/2013,"China",,,,"2B201b1","2B001c",,,,,,590000
14585,08/28/2013,"Vereinigte Staaten",,,,,,,5.1,,,,1
14586,08/28/2013,"Katar",,,,,,,5.1,,,,6825
14586,08/28/2013,"Katar",,,,,,,5.1,,,,9100
14587,08/28/2013,"Brasilien",,,,,"6A002.c1",,,,,,9953
14588,08/28/2013,"China",,,,,"3A002g2",,,,,,241000
14589,08/29/2013,"Thailand",,,,,"6A002c1",,,,,,341340
14590,08/29/2013,"Deutschland",,,,,,,5.1,,,,5831
14591,08/29/2013,"Vereinigte Staaten",,,"0B001b14",,,,,,,,1901000
14577,08/30/2013,"China",,"7A101a",,,,,,,,,4950
14592,08/30/2013,"Indien",,,,,,"1a",,,,,5350
14593,08/30/2013,"Argentinien",,,,,,,5.1,,,,1
14594,08/30/2013,"Indien",,,,,,"1a",,,,,3885
14599,09/02/2013,"Hong Kong",,,,,"5A002a1a",,,,,,28095.76
14600,09/02/2013,"China",,"7A103a",,,,,,,,,164488
14601,09/02/2013,"Brasilien",,,,"2B001a","2B001a",,,,,,582950
14602,09/02/2013,"Großbritannien (Vereinigtes Königreich)",,,,,"3A001a10c",,,,,,55780
14603,09/02/2013,"Israel",,,,,"3A001a10c",,,,,,26252
14604,09/03/2013,"Deutschland",,,,"2B201a1","2B001b2",,,,,,480691
14605,09/03/2013,"Brasilien",,,,,"1C010b",,,,,,19760
14606,09/03/2013,"Indien",,,,"2B201a","2B001b",,,,,,276000
14607,09/03/2013,"China",,,,"2B201a1","2B001b2",,,,,,149780
14608,09/03/2013,"Brasilien",,,,,,14,,,,,3504
14609,09/03/2013,"Thailand",,,,,"3A001a10c",,,,,,95309
14610,09/03/2013,"China",,,,,"2B001a",,,,,,1340000
14610,09/03/2013,"China",,,,,"2B001a",,,,,,1410000
14611,09/03/2013,"Russische Föderation",,,,"2B201a1","2B001b",,,,,,1200250
14615,09/03/2013,"China",,,,,"6A002c1",,,,,,106325
14615,09/03/2013,"China",,,,,"6A002c1",,,,,,77750
14615,09/03/2013,"China",,,,,"6A002c1",,,,,,210729
14616,09/04/2013,"Tschechische Republik",,,,,,14,,,,,38940
14617,09/04/2013,"Taiwan, Provinz von China",,,,"2B201a1",,,,,,,333903
14618,09/04/2013,"Taiwan, Provinz von China",,,,"2B201a1","2B001b2",,,,,,349746
14620,09/04/2013,"Katar",,,,,,,5.1,,,,8139
14621,09/04/2013,"China",,,,"2B201a1","2B001b2",,,,,,825000
14622,09/04/2013,"Malaysia",,,,,,"4a",,,,,31000
14623,09/05/2013,"Österreich","1C350.46",,,,,,,,,"3B17",1
14624,09/05/2013,"China",,,,"2B201.a1","2B001b2",,,,,,700000
14625,09/05/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,1099947
14626,09/05/2013,"China",,,,"2B201a1","2B001b2",,,,,,1209090
14627,09/05/2013,"Slowenien",,,,,,4,,,,,1
14627,09/05/2013,"Slowenien",,,,,,"4b",,,,,20658
14628,09/05/2013,"China",,,,,"2D002",,,,,,7416.45
14629,09/05/2013,"China",,,,,"2D002",,,,,,6014.65
14630,09/06/2013,"Indien",,,,,"7B003",,,,,,117179
14631,09/06/2013,"Brasilien",,,,,"6A005a6b2",,,,,,653719
14632,09/06/2013,"Russische Föderation",,,,,"6A005a6b2",,,,,,431890
14633,09/06/2013,"Indien",,,,"2B201.b1",,,,,,,408000
14634,09/06/2013,"Brasilien",,,,"2B201a","2B001b2",,,,,,181051
14417,09/09/2013,"Indien",,,,"2B201a1","2B001b2",,,,,,495000
14635,09/09/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,303965
14636,09/09/2013,"Indien",,,,,,"13d",,,,,1
14637,09/09/2013,"China",,,,"2B201a","2B001b",,,,,,1163000
14638,09/09/2013,"Deutschland",,,,,,"21b",,,,,67
14640,09/09/2013,"China",,,,"2B201a1","2B001b2",,,,,,1691340
14641,09/09/2013,"China",,,,"2B201b1","2B001c",,,,,,588000
14642,09/10/2013,"China",,,,"2B201b",,,,,,,548000
14643,09/10/2013,"Russische Föderation",,,,"2B201a","2B001b",,,,,,587150
14644,09/10/2013,"Russische Föderation",,,,,"7B003a",,,,,,88135
14645,09/10/2013,"Deutschland",,,,,,"21b",,,,,2465
14646,09/10/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,156240
14647,09/10/2013,"Finnland",,,,,"5D001",,,,,,68
14648,09/10/2013,"Russische Föderation",,,,"2B201a1",,,,,,,85537
14649,09/10/2013,"Deutschland",,,"0B002g",,,,,,,,20925
14650,09/11/2013,"China",,,,"2B201a1","2B001b2",,,,,,2909000
14651,09/11/2013,"Singapur",,,,,"5A002a9",,,,,,109780
14652,09/11/2013,"Tschechische Republik",,,,,,14,,,,,378750
14654,09/11/2013,"Philippinen",,,,"2B201b",,,,,,,625000
14656,09/12/2013,"Bosnien und Herzegowina",,,,,"6A002c1",,,,,,48145
14657,09/12/2013,"China",,"7A103a",,,,,,,,,164488
14658,09/12/2013,"China",,,,,"6A005a6b2",,,,,,290000
14659,09/13/2013,"Indonesien",,,,,"5A002a1a",,,,,,299925
14660,09/13/2013,"Indien","2B350.d5",,,,,,,,,,7228
14661,09/13/2013,"China",,,,"3A228c",,,,,,,277356
14663,09/16/2013,"Israel",,,,,,"7f1",,,,,1116
14664,09/16/2013,"Russische Föderation",,,,"2B201b1",,,,,,,942028
14665,09/16/2013,"Slowenien",,,,,,,,5.2,,,40000
14666,09/16/2013,"Indien","2B350.d5",,,,,,,,,,28780
14667,09/17/2013,"Russische Föderation",,,,,"6A005a6b2",,,,,,490536
14668,09/17/2013,"China",,,,,"6A005a6b2",,,,,,174394
14669,09/17/2013,"Russische Föderation",,,,,"6A005a6b2",,,,,,443723
14670,09/17/2013,"Bulgarien","2B350g2",,,,,,,,,,6000
14671,09/17/2013,"Singapur",,,,"1C231",,,,,,,4200
14672,09/17/2013,"Thailand","1C350.43",,,,,,,,,,2032
14673,09/17/2013,"Kroatien (Hrvatska)","2B350.g2",,,,,,,,,,30885
14674,09/17/2013,"Taiwan, Provinz von China",,,,,"5A002a1a",,,,,,69000
14653,09/18/2013,"Israel",,,,,"5A002a1a",,,,,,19200
14675,09/18/2013,"Indonesien",,,,,,,5.1,,,,4410
14676,09/18/2013,"Indien",,,,,,"13d",,,,,1000
14677,09/18/2013,"Thailand",,,,,"6A002a2a",,,,,,15312
14678,09/18/2013,"Vereinigte Staaten",,,"0B001b14",,,,,,,,38000
14679,09/18/2013,"Kolumbien",,,,,,,5.1,,,,3384
14679,09/18/2013,"Kolumbien",,,,,,,5.1,,,,17177
14680,09/18/2013,"Brasilien",,,,"2B201a1",,,,,,,267428
14681,09/18/2013,"Brasilien",,,,"2B201a1",,,,,,,267428
14682,09/18/2013,"Thailand",,,,"2B001a","2B001a",,,,,,168462
14683,09/18/2013,"Kanada",,,,,,14,,,,,2500000
14684,09/18/2013,"Brasilien",,,,"2B201a1",,,,,,,262412
14312,09/19/2013,"Pakistan (CA)",,,,,,,,,,,630000
14685,09/19/2013,"Brasilien",,,,"2B201a1","2B001b2",,,,,,572604
14686,09/19/2013,"Russische Föderation",,,,,"7B003a",,,,,,32500
14687,09/19/2013,"Frankreich",,,"0B001b14",,,,,,,,12000
14688,09/19/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,7290
14689,09/19/2013,"China",,,,"2B201a1","2B001b2",,,,,,743525
14690,09/19/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,385640
14691,09/19/2013,"China",,,,"2B201a1","2B001b2",,,,,,758114
14692,09/19/2013,"Kroatien (Hrvatska)",,,,,"6A005a6b2",,,,,,460700
14693,09/20/2013,"Algerien",,,,,,"4c",,,,,85000
14694,09/20/2013,"Neuseeland",,,,,,,5.1,,,,5260
14695,09/20/2013,"Israel",,,,,,"4c",,,,,6329
14696,09/23/2013,"Frankreich",,,,,,,5.1,,,,1100
14697,09/23/2013,"China",,,,,"6A005a5b",,,,,,67500
14698,09/23/2013,"Italien",,,,,,"21b",,,,,68
14699,09/23/2013,"China",,,,"2B201a1","2B001b2",,,,,,498000
14700,09/23/2013,"China",,,,"2B201a1","2B001b2",,,,,,531447
14701,09/23/2013,"China",,,,"2B201a1","2B001b2",,,,,,570000
14702,09/23/2013,"China",,,,"2B201a1","2B001b2",,,,,,560000
14703,09/24/2013,"Estland",,,,,"6A002c1",,,,,,8400
14704,09/24/2013,"Deutschland",,,,,,,5.1,,,,5852
14705,09/24/2013,"Brasilien",,,,"2B201a1","2B001b2",,,,,,700000
14706,09/24/2013,"China","2B350.g4",,,,,,,,,,17775
14707,09/24/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,140292
14708,09/24/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,130895
14709,09/24/2013,"Estland",,,,,"6A002c1",15,,,,,504460
14710,09/24/2013,"Brasilien",,,"0B001b14",,,,,,,,63800
14711,09/24/2013,"Katar",,,,,"6A003b4",,,,,,5199
14712,09/25/2013,"China",,"7A103a",,,,,,,,,164488
14713,09/25/2013,"Russische Föderation",,,,,"7B003a",,,,,,89520
14715,09/26/2013,"Südafrika",,,,,"6A005a6b2",,,,,,573250
14716,09/26/2013,"Guatemala",,,,,"3A002g2",,,,,,44560
14718,09/26/2013,"Mexiko",,,,"2B201b1",,,,,,,682620
14719,09/27/2013,"Portugal",,,,"2B201a","2B001b",,,,,,65880
14720,09/27/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,550000
14722,09/27/2013,"Deutschland",,,,,,"6a",,,,,287574
14724,09/30/2013,"Indien",,,,,,,5.1,,,,1102
14725,09/30/2013,"Indien",,,,,,,5.1,,,,1102
14726,09/30/2013,"Indien",,,,,,,5.1,,,,1102
14727,09/30/2013,"Indien",,,,,,,5.1,,,,1102
14728,09/30/2013,"Russische Föderation",,,,,,14,,,,,38426
14729,09/30/2013,"China",,"2B120",,,"7B003a",,,,,,1033483
14714,10/01/2013,"Vereinigte Arabische Emirate",,,,,,,,5.2,,,2300
14730,10/01/2013,"Deutschland",,,,,,"21b",,,,,68
14732,10/01/2013,"Russische Föderation",,,,,"2B001a",,,,,,345933
14733,10/01/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,257269
14734,10/01/2013,"Russische Föderation",,,,"2B001a1","2B001a1",,,,,,421444
14735,10/01/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,145820
14736,10/01/2013,"China",,,,,"2B001.c1",,,,,,122224
14738,10/01/2013,"Polen","2B352b",,,,,,,,,,130000
14739,10/01/2013,"Frankreich",,,,,,"21b",,,,,1
14739,10/01/2013,"Frankreich",,,,,,"21b",,,,,68
14741,10/01/2013,"Israel",,,,,"6A005a6b2",,,,,,459189
14742,10/01/2013,"China",,,,"2B201b1",,,,,,,555000
14743,10/02/2013,"Brasilien",,,,,"6A005a6b2",,,,,,457350
14744,10/02/2013,"Brasilien",,,,,"6A005a6b2",,,,,,313450
14746,10/02/2013,"Indien",,,,,,,5.1,,,,1102
14747,10/02/2013,"Guatemala",,,,,,,5.1,,,,750
14748,10/02/2013,"Malaysia",,,,"2B201a1",,,,,,,112725
14749,10/02/2013,"China",,,,"2B201a1","2B001b2",,,,,,523067
14751,10/04/2013,"Malaysia",,,,,"6A002c1",,,,,,18700
14752,10/04/2013,"Ecuador",,,,,,"10a",,,,,34610
14753,10/04/2013,"Marokko",,,,,,,,5.2,,,307000
14754,10/04/2013,"Deutschland","2B350i4",,,,,,,,,,1824
14755,10/04/2013,"China",,,,"2B201a1","2B001b2",,,,,,567368
14737,10/07/2013,"Oman",,,,,"5A002a1a",,,,,,9999
14740,10/07/2013,"Oman",,,,,"5A002a1a",,,,,,9173
14757,10/07/2013,"Kroatien (Hrvatska)","2B350g2",,,,,,,,,,20405
14758,10/07/2013,"China",,,,"2B201a1","2B001b2",,,,,,352385
14760,10/07/2013,"Ungarn",,,,"2B201b1",,,,,,,512500
14761,10/08/2013,"China","2B352b",,,,,,,,,,925520
14762,10/08/2013,"Singapur",,,,"2B201b1",,,,,,,766213
14763,10/08/2013,"Singapur",,,,"2B201b1",,,,,,,394595
14764,10/08/2013,"Indien",,,,,"6A005a6b2",,,,,,417384
14765,10/08/2013,"Lettland",,,,,"6A005a6b2",,,,,,374178
14766,10/08/2013,"China",,,,"2B201a1","2B001b2",,,,,,350888
14767,10/08/2013,"Brasilien",,,,,"5A002a1a",,,,,,24000
14768,10/08/2013,"Singapur",,,,"1C231",,,,,,,4200
14769,10/08/2013,"Niederlande",,,"0B001b14",,,,,,,,4920
14769,10/08/2013,"Niederlande",,,"0B001b14",,,,,,,,6500
14770,10/08/2013,"China",,,,"2B201b1",,,,,,,320000
14771,10/08/2013,"Russische Föderation",,,,"2B201a","2B001b2",,,,,,372372
14772,10/09/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,671476
14773,10/09/2013,"Indien","2B350e2",,,,,,,,,,289683
14774,10/09/2013,"Brasilien",,,,,,"10a",,,,,86457
14776,10/10/2013,"Kanada",,,,,,"1a",,,,,350
14777,10/10/2013,"Taiwan, Provinz von China","2B352f",,,,,,,,,,328000
14778,10/10/2013,"Vereinigte Arabische Emirate",,,,,,,5.1,,,,63329
14780,10/10/2013,"Deutschland",,,,,,"21b",,,,,68
14781,10/10/2013,"Niederlande",,,,,,"7f1",,,,,1
14781,10/10/2013,"Niederlande",,,,,,"7f1",,,,,1
14781,10/10/2013,"Niederlande",,,,,,"7f1",,,,,1
14779,10/11/2013,"China",,,,,,,5.1,,,,491391
14782,10/11/2013,"Russische Föderation",,,,"2B201a1","2B001b",,,,,,94838
14783,10/11/2013,"Russische Föderation",,,,,"6A005b6a2",,,,,,289800
14784,10/14/2013,"China",,,,"2B201b1","2B001c1",,,,,,1020000
14785,10/14/2013,"China",,,,"2B201b1",,,,,,,1295000
14786,10/14/2013,"China",,"7A103a",,,,,,,,,164488
14787,10/14/2013,"China",,,,"2B201a","2B001b",,,,,,882732
14788,10/16/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,199200
14789,10/16/2013,"China",,,,,"2B001a",,,,,,105500
14790,10/16/2013,"Russische Föderation",,,,"2B001a1","2B001b2",,,,,,241800
14791,10/16/2013,"China","2B350d3",,,,,,,,,,3000
14791,10/16/2013,"China","2B350g3",,,,,,,,,,6700
14793,10/16/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,11232
14794,10/17/2013,"Mexiko","2B352d",,,,,,,,,,18275
14795,10/17/2013,"China",,,,,"2B001a",,,,,,633000
14796,10/17/2013,"Russische Föderation",,,,,"6A005a6b2",,,,,,411866
14798,10/17/2013,"Kolumbien",,,,,,"4c",,,,,110000
14799,10/17/2013,"Mexiko",,,,"2B201a","2B001b2",,,,,,1770098
14797,10/18/2013,"Malta",,,,,"5A002a1a",,,,,,8000
14800,10/18/2013,"Kanada",,,,,,,5.1,,,,9500
14801,10/18/2013,"China",,,,,"2B001a",,,,,,256000
14802,10/18/2013,"Indien",,,,,"1A006b",,,,,,5000
14803,10/18/2013,"Großbritannien (Vereinigtes Königreich)",,,,,,10,,,,,4680
14804,10/18/2013,"China",,,,"2B201a1","2B001b2",,,,,,650820
14805,10/18/2013,"Israel","2B350e2",,,,,,,,,,33500
14806,10/21/2013,"Australien",,,,,,"9b",,,,,34580
14807,10/21/2013,"Russische Föderation",,,,"2B201a",,,,,,,1381377
14808,10/21/2013,"Niederlande",,,,,,,,,,"1A3",1
14809,10/21/2013,"China",,,,"1C233",,,,,,,3700
14810,10/21/2013,"China",,,,"2B201b1","2B001c",,,,,,540000
14811,10/22/2013,"Irak",,,,,,"13d",,,,,1000
14812,10/22/2013,"Russische Föderation",,,,,"2B001a",,,,,,1436648
14813,10/22/2013,"China",,,,"1B231b2",,,,,,,5300
14813,10/22/2013,"China",,,,"1C235",,,,,,,7700
14814,10/22/2013,"Slowakei, Slowakische Republik",,,,,,"21b",,,,,82375
14815,10/22/2013,"China",,,,"2B201b1",,,,,,,731000
14816,10/22/2013,"Indonesien",,,,,"5A002a1a",,,,,,25940
14817,10/22/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,2536858
14818,10/22/2013,"China",,,,,,,5.1,,,,7200
14819,10/23/2013,"Vereinigte Staaten",,,,,,"11a",,,,,70171
14820,10/23/2013,"China",,,,"2B201b","2B001c",,,,,,280000
14821,10/23/2013,"Aserbaidschan",,,,,"5A002a1a",,,,,,50723
14822,10/23/2013,"Italien",,,,"2B201a1","2B001b2",,,,,,466971
14823,10/23/2013,"Rumänien",,,,"2B201b1",,,,,,,538468
14824,10/23/2013,"Belarus",,,,"2B201b1",,,,,,,363292
14825,10/23/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,334800
14826,10/23/2013,"Kasachstan",,,,,"6A002a3f",,,,,,7500
14827,10/23/2013,"Kasachstan",,,,,"6A002c1",,,,,,18600
14828,10/23/2013,"Indien",,,,,"6A002.c1",,,,,,16914
14829,10/23/2013,"Indien",,,,,"6A002c1",,,,,,20220
14830,10/23/2013,"Singapur",,,,,,"4b",,,,,6700
14831,10/23/2013,"China",,,,,"3A002g2",,,,,,51100
14832,10/24/2013,"Mexiko","2B352d",,,,,,,,,,25585
14833,10/24/2013,"Russische Föderation",,,,"2B201a",,,,,,,1148837
14834,10/24/2013,"Pakistan","2B350g2",,,,,,,,,,22392
14836,10/24/2013,"China",,,,"2B201a","2B001b2",,,,,,225915
14838,10/28/2013,"China",,,,"2B001a","2B001a",,,,,,111639
14839,10/28/2013,"Russische Föderation",,,,,"3A002g2",,,,,,137218
14842,10/28/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,586242
14843,10/28/2013,"Indien",,,,,,,5.1,,,,2935
14843,10/28/2013,"Indien",,,,,,,5.1,,,,1430
14844,10/28/2013,"Russische Föderation","2B350e2",,,,,,,,,,363298
14845,10/28/2013,"Indien",,,,,,,5.1,,,,17395
14847,10/29/2013,"Saudi-Arabien",,,,"2B201a1","2B001b2",,,,,,328823
14848,10/29/2013,"China",,,,"2B001a1","2B001b2",,,,,,1587152
14849,10/29/2013,"Saudi-Arabien",,,,"2B201a1","2B001b2",,,,,,328823
14850,10/29/2013,"Frankreich",,,,"2B201a1","2B001b2",,,,,,450397
14851,10/29/2013,"China",,,,"2B201a1",,,,,,,208006
14488,10/30/2013,"Pakistan",,,,,"5A001f",,,,,,538025
14489,10/30/2013,"Aserbaidschan",,,,,"6A002a3g",,,,,,12340
14639,10/30/2013,"Kasachstan",,,,,,"13c",,,,,811115
14852,10/30/2013,"Pakistan","2B350g2",,,,,,,,,,18328
14853,10/30/2013,"Deutschland",,,,,,,5.1,,,,165
14854,10/30/2013,"Singapur",,,,"2B201a1","2B001b2",,,,,,918610
14854,10/30/2013,"Singapur",,,,"2B201a1","2B001b2",,,,,,360000
14855,10/30/2013,"Senegal",,,,,"3A001g2",,,,,,50840
14856,10/30/2013,"Slowakei, Slowakische Republik",,,,,"5A002a1a",,,,,,64000
14857,10/30/2013,"Mexiko",,,,,"6A005a6b2",,,,,,541567
14858,10/30/2013,"Deutschland",,,,"2B001a","2B001a",,,,,,115000
14859,10/30/2013,"Russische Föderation",,,,,"2B001a",,,,,,208965
14860,10/30/2013,"China",,,,,"6A005b6a2",,,,,,238000
14840,10/31/2013,"Russische Föderation",,,,,,"10c2",,,,,1687285
14861,11/01/2013,"Russische Föderation",,"2B120",,,"7B003a",,,,,,451000
14863,11/01/2013,"China",,,,"2B201b1",,,,,,,525000
14792,11/04/2013,"China",,"2B120",,,"7B003a",,,,,,500000
14864,11/04/2013,"Kroatien (Hrvatska)",,,,,"2B001a",,,,,,691353
14865,11/04/2013,"Indien",,,,,"6A005a6b2",,,,,,467400
14867,11/04/2013,"Indien",,,,,,22,,,,,5000000
14868,11/04/2013,"Russische Föderation",,,,,,"10c2",,,,,28000
14869,11/04/2013,"Deutschland",,,,,,"6a",,,,,28000
14870,11/04/2013,"Belarus",,,,"2B201b1",,,,,,,269400
14871,11/04/2013,"Iran, Islamische Republik (SG)",,,,,,,,,,,7945
14872,11/05/2013,"Brasilien","1C351d11",,,,,,,,,,1418
14873,11/05/2013,"Belarus",,,,"2B201b1",,,,,,,407752
14874,11/05/2013,"Russische Föderation",,,,"2B001a1","2B001a1",,,,,,102678
14862,11/06/2013,"China",,,,"2B201a1","2B001b2",,,,,,589838
14875,11/06/2013,"Oman",,,,,"5A002a1a",,,,,,677220
14876,11/06/2013,"Brasilien",,,,,,,5.1,,,,21200
14876,11/06/2013,"Brasilien",,,,,,,5.1,,,,13500
14473,11/07/2013,"China",,,"0B001b14",,,,,,,,310000
14866,11/07/2013,"China",,,,"2B201a1","2B001b2",,,,,,398615
14877,11/07/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,399565
14878,11/07/2013,"Mexiko",,,,,"6A005a6b2",,,,,,480959
14879,11/07/2013,"Mexiko",,,,,"6A005a6b2",,,,,,533792
14880,11/07/2013,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,471200
14881,11/07/2013,"Spanien",,,,"2B201a1","2B001b2",,,,,,321631
14882,11/07/2013,"Israel",,,,,,14,,,,,5000
14883,11/08/2013,"Saudi-Arabien",,,,,,,,5.2,,,750000
14884,11/08/2013,"Taiwan, Provinz von China",,,,,"1C3509",,,,,"3B14",6292
14885,11/08/2013,"Brasilien",,,,,"6A005a6b2",,,,,,457350
14886,11/08/2013,"Russische Föderation",,,,,,,5.1,,,,3375
14887,11/08/2013,"Russische Föderation",,,,,"7B003",,,,,,190000
14888,11/08/2013,"Algerien",,,,,,,,5.2,,,625000
14837,11/11/2013,"Irak",,,,,,,5.1,,,,2500
14890,11/11/2013,"Singapur",,,,"1C231",,,,,,,4200
14891,11/11/2013,"Russische Föderation",,,,"2B201b","2B001c1",,,,,,1812646
14892,11/11/2013,"Deutschland","2B350.c3",,,,,,,,,,14400
14894,11/11/2013,"Indien",,,,,,"01.a",,,,,1430
14894,11/11/2013,"Indien",,,,,,,5.1,,,,3710
14895,11/11/2013,"Vietnam",,,,,,,5.1,,,,3359
14895,11/11/2013,"Vietnam",,,,,,,5.1,,,,4293
14896,11/11/2013,"Russische Föderation",,,,,"6A003b4",,,,,,459453
14889,11/12/2013,"Kasachstan",,,,,"5A002.a1",,,,,,93320
14897,11/12/2013,"China",,,,"2B201.b","2B001c",,,,,,934200
14898,11/12/2013,"Türkei",,,,,,"10c2",,,,,3740
14899,11/12/2013,"China",,,,"2B201.b","2B001c",,,,,,484840
14900,11/12/2013,"Russische Föderation",,,,,"2B001a",,,,,,677055
14901,11/12/2013,"Russische Föderation",,,,,"2B001a",,,,,,1436648
14902,11/12/2013,"Philippinen",,,,,"9A012a2",,,,,,43000
14723,11/13/2013,"Spanien","2B350d4",,,,,,,,,,1250
14903,11/13/2013,"Frankreich",,,,,"5D001c",,,,,,68
14904,11/13/2013,"Deutschland",,,,,,11,,,,,10467
14905,11/13/2013,"Israel",,"9C110",,"1C210b",,,,,,,89852
14906,11/13/2013,"Spanien","2B350d4",,,,,,,,,,1800
14907,11/13/2013,"Spanien","2B350b3",,,,,,,,,,1250
14907,11/13/2013,"Spanien","2B350b3",,,,,,,,,,500
14909,11/13/2013,"Israel",,,,,,"10c2",,,,,260000
14910,11/13/2013,"Russische Föderation",,,,"2B001.a","2B001a",,,,,,766929
14911,11/13/2013,"Indien",,,,,"6A005a5b",,,,,,92400
14912,11/13/2013,"Taiwan, Provinz von China","2B350g2",,,,,,,,,,1220
14914,11/13/2013,"Kuwait",,,,,"9A012a2",,,,,,40000
14915,11/13/2013,"Russische Föderation",,,,"2B201a1","2B001b1",,,,,,344080
14916,11/14/2013,"Russische Föderation",,,,"2B001a","2B001a",,,,,,108642
